symbol,underlying,asset_class,expiry,strike,type,bid,ask,last,mark,volume,open_interest,contract_size,underlying_ccy,quote_ccy,is_inverse,iv,asof_utc,spot
NVDA250912P00190000,NVDA,equity,2025-09-12 00:00:00+00:00,190.0,P,0.0,0.0,23.05,,92.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00192500,NVDA,equity,2025-09-12 00:00:00+00:00,192.5,P,0.0,0.0,25.9,,159.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00195000,NVDA,equity,2025-09-12 00:00:00+00:00,195.0,P,0.0,0.0,28.35,,57.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00197500,NVDA,equity,2025-09-12 00:00:00+00:00,197.5,P,0.0,0.0,32.2,,2.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00200000,NVDA,equity,2025-09-12 00:00:00+00:00,200.0,P,0.0,0.0,33.57,,61.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00202500,NVDA,equity,2025-09-12 00:00:00+00:00,202.5,P,0.0,0.0,35.0,,2.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00205000,NVDA,equity,2025-09-12 00:00:00+00:00,205.0,P,0.0,0.0,38.1,,15.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00210000,NVDA,equity,2025-09-12 00:00:00+00:00,210.0,P,0.0,0.0,43.05,,6.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00215000,NVDA,equity,2025-09-12 00:00:00+00:00,215.0,P,0.0,0.0,48.2,,30.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00220000,NVDA,equity,2025-09-12 00:00:00+00:00,220.0,P,0.0,0.0,53.1,,21.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00225000,NVDA,equity,2025-09-12 00:00:00+00:00,225.0,P,0.0,0.0,55.05,,1.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00230000,NVDA,equity,2025-09-12 00:00:00+00:00,230.0,P,0.0,0.0,52.62,,1.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00240000,NVDA,equity,2025-09-12 00:00:00+00:00,240.0,P,0.0,0.0,69.3,,2.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00255000,NVDA,equity,2025-09-12 00:00:00+00:00,255.0,P,0.0,0.0,84.3,,2.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00260000,NVDA,equity,2025-09-12 00:00:00+00:00,260.0,P,0.0,0.0,78.66,,,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00360000,NVDA,equity,2025-09-12 00:00:00+00:00,360.0,P,0.0,0.0,179.4,,,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00365000,NVDA,equity,2025-09-12 00:00:00+00:00,365.0,P,0.0,0.0,194.3,,,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
